URL,UUID4,ToposText_ID,Place_Name,Place_Type,Reference,Book,Chapter,Paragraph,Lat,Long,Text
https://topostext.org/work/213,a7f3dc42-0b52-4778-97db-a5a100b39cbc,https://topostext.org/place/372248RKyk,Cyclades,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,37.2,24.8,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,cae703a3-dd64-41cc-a2cf-cd23d86dff45,https://topostext.org/place/381253WAeg,Aegean Sea,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,38.1,25.3,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,636eb909-6cc7-49ca-86b4-fb09396fbd47,https://topostext.org/place/376240LSou,Sunium,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,37.6498,24.0247,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,495e5d2f-3006-470c-ba5e-c9d35ee49e00,https://topostext.org/place/377240SAth,temple,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,37.6529,24.0271,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,30d8bb4a-c5b8-423a-975c-c895e88dc5d4,https://topostext.org/place/377241RLau,Laurium,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,37.71,24.05,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,b1f0e6d6-3bf5-4296-b0f7-fc087af3f609,https://topostext.org/place/377240IPat,Island of Patroclus,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.1,1,1,1,37.6543,23.9577,"§ 1.1.1  BOOK 1 On the Greek mainland facing the Cyclades Islands and the Aegean Sea the Sunium promontory stands out from the Attic land. When you have rounded the promontory you see a harbor and a temple to Athena Sounias on the peak of the promontory. Farther on is Laurium, where once the Athenians had silver mines, and a small uninhabited island called the Island of Patroclus. For a fortification was built on it and a palisade constructed by Patroclus, who was admiral in command of the Egyptian men-of-war sent by Ptolemy, son of Ptolemy, son of Lagus, to help the Athenians, when Antigonus, son of Demetrius, was ravaging their country, which he had invaded with an army, and at the same time was blockading them by sea with a fleet. "
https://topostext.org/work/213,b92f5235-6b17-4804-8dcf-7fbbe6651420,https://topostext.org/place/379236HPei,Peiraeus,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.2,1,1,2,37.9394,23.6448,"§ 1.1.2  The Peiraeus was a deme from early times, though it was not a port before Themistocles became an archon of the Athenians. Their port was Phalerum, for at this place the sea comes nearest to Athens, and from here men say that Menestheus set sail with his fleet for Troy, and before him Theseus, when he went to give satisfaction to Minos for the death of Androgeos. But when Themistocles became archon [493 BCE], since he thought that the Peiraeus was more conveniently situated for mariners, and had three harbors as against one at Phalerum, he made it the Athenian port. Even up to my time there were shipsheds there, and near the largest harbor is the grave of Themistocles. For it is said that the Athenians repented of their treatment of Themistocles, and that his relations took up his bones and brought them from Magnesia. And the children of Themistocles certainly returned and set up in the Parthenon a painting, on which is a portrait of Themistocles. "
https://topostext.org/work/213,714b9278-256f-4dce-9a8a-6dff5a1169d9,https://topostext.org/place/379237DPha,Phalerum,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.2,1,1,2,37.9373,23.7062,"§ 1.1.2  The Peiraeus was a deme from early times, though it was not a port before Themistocles became an archon of the Athenians. Their port was Phalerum, for at this place the sea comes nearest to Athens, and from here men say that Menestheus set sail with his fleet for Troy, and before him Theseus, when he went to give satisfaction to Minos for the death of Androgeos. But when Themistocles became archon [493 BCE], since he thought that the Peiraeus was more conveniently situated for mariners, and had three harbors as against one at Phalerum, he made it the Athenian port. Even up to my time there were shipsheds there, and near the largest harbor is the grave of Themistocles. For it is said that the Athenians repented of their treatment of Themistocles, and that his relations took up his bones and brought them from Magnesia. And the children of Themistocles certainly returned and set up in the Parthenon a painting, on which is a portrait of Themistocles. "
https://topostext.org/work/213,68157d76-9ab7-44d0-8218-dd640d423e48,https://topostext.org/place/380237PAth,Athens,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.2,1,1,2,37.9718,23.72793,"§ 1.1.2  The Peiraeus was a deme from early times, though it was not a port before Themistocles became an archon of the Athenians. Their port was Phalerum, for at this place the sea comes nearest to Athens, and from here men say that Menestheus set sail with his fleet for Troy, and before him Theseus, when he went to give satisfaction to Minos for the death of Androgeos. But when Themistocles became archon [493 BCE], since he thought that the Peiraeus was more conveniently situated for mariners, and had three harbors as against one at Phalerum, he made it the Athenian port. Even up to my time there were shipsheds there, and near the largest harbor is the grave of Themistocles. For it is said that the Athenians repented of their treatment of Themistocles, and that his relations took up his bones and brought them from Magnesia. And the children of Themistocles certainly returned and set up in the Parthenon a painting, on which is a portrait of Themistocles. "
https://topostext.org/work/213,68b89932-8d02-4b11-95bb-56cb3352be49,https://topostext.org/place/400262UIli,Troy,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.2,1,1,2,39.9575,26.2389,"§ 1.1.2  The Peiraeus was a deme from early times, though it was not a port before Themistocles became an archon of the Athenians. Their port was Phalerum, for at this place the sea comes nearest to Athens, and from here men say that Menestheus set sail with his fleet for Troy, and before him Theseus, when he went to give satisfaction to Minos for the death of Androgeos. But when Themistocles became archon [493 BCE], since he thought that the Peiraeus was more conveniently situated for mariners, and had three harbors as against one at Phalerum, he made it the Athenian port. Even up to my time there were shipsheds there, and near the largest harbor is the grave of Themistocles. For it is said that the Athenians repented of their treatment of Themistocles, and that his relations took up his bones and brought them from Magnesia. And the children of Themistocles certainly returned and set up in the Parthenon a painting, on which is a portrait of Themistocles. "
https://topostext.org/work/213,91e23c08-d5dc-4c62-b483-ed9bac306fcc,https://topostext.org/place/379236HPei,Peiraeus,['place'],urn:cts:greekLit:tlg0525.tlg001:1.1.2,1,1,2,37.9394,23.6448,"§ 1.1.2  The Peiraeus was a deme from early times, though it was not a port before Themistocles became an archon of the Athenians. Their port was Phalerum, for at this place the sea comes nearest to Athens, and from here men say that Menestheus set sail with his fleet for Troy, and before him Theseus, when he went to give satisfaction to Minos for the death of Androgeos. But when Themistocles became archon [493 BCE], since he thought that the Peiraeus was more conveniently situated for mariners, and had three harbors as against one at Phalerum, he made it the Athenian port. Even up to my time there were shipsheds there, and near the largest harbor is the grave of Themistocles. For it is said that the Athenians repented of their treatment of Themistocles, and that his relations took up his bones and brought them from Magnesia. And the children of Themistocles certainly returned and set up in the Parthenon a painting, on which is a portrait of Themistocles. "
